narration_id,narration,verb_class,noun_classes,verb,nouns
P04_120_98,wipe lid on milk bottle,2,"[6, 15]",wipe-on,"['lid', 'bottle:milk']"
P04_121_0,move instructions,11,[149],move,['instruction']
P04_121_1,move finger along text of instructions,11,"[11, 149]",move-along,"['finger', 'text:instruction']"
P04_121_10,push cupboard door open,21,[3],push,['door:cupboard']
P04_121_104,dry chopping board with tea towel,14,"[18, 52]",dry,"['board:chopping', 'towel:tea']"
P04_121_112,take steamer away from rice cooker bowl,0,"[152, 7]",take,"['steamer', 'bowl:rice:cooker']"
P04_121_113,tip out water from rice cooker bowl,20,"[27, 7]",tip-out,"['water', 'bowl:rice:cooker']"
P04_121_117,put rice cooker bowl in dishwasher,5,"[7, 70]",put-in,"['bowl:rice:cooker', 'dishwasher']"
P04_121_120,put steamer tray in dishwasher,5,"[35, 70]",put-in,"['tray:steamer', 'dishwasher']"
P04_121_122,pull sticker from rice cooker lid,31,"[222, 6]",pull-from,"['sticker', 'lid:rice:cooker']"
P04_121_123,put rice cooker lid in dishwasher,5,"[6, 70]",put-in,"['lid:rice:cooker', 'dishwasher']"
P04_121_124,put sticker on countertop,1,"[222, 42]",put-on,"['sticker', 'countertop']"
P04_121_13,cut cheese with knife,7,"[32, 4]",cut-with,"['cheese', 'knife']"
P04_121_130,put spoons in dishwasher,5,"[1, 70]",put-in,"['spoon', 'dishwasher']"
P04_121_139,put down sieve spoon,1,[1],put-down,['spoon:sieve']
P04_121_14,slice cheese with knife,7,"[32, 4]",slice-with,"['cheese', 'knife']"
P04_121_144,put rice cooker on floor,1,"[152, 159]",put-on,"['cooker:rice', 'floor']"
P04_121_148,pull kettle wire,31,[204],pull,['wire:kettle']
P04_121_15,push spatula off pan,21,"[20, 5]",push-off,"['spatula', 'pan']"
P04_121_150,pick up kettle stand,0,[249],pick-up,['stand:kettle']
P04_121_151,put down kettle stand,1,[249],put-down,['stand:kettle']
P04_121_152,put kettle down on stand,1,"[44, 249]",put-down,"['kettle', 'stand']"
P04_121_154,tip over oil bottle,59,[15],tip-over,['bottle:oil']
P04_121_156,put milk bottle down upside down,1,[15],put,['bottle:milk']
P04_121_157,slide kettle along counter,61,"[44, 42]",slide-along,"['kettle', 'counter']"
P04_121_159,push flour bag back,21,[19],push,['bag:flour']
P04_121_161,unscrew water bottle,71,[15],unscrew,['bottle:water']
P04_121_162,drink water from bottle,60,"[27, 15]",drink-from,"['water', 'bottle']"
P04_121_163,screw lid on water bottle,4,"[6, 15]",screw-on,"['lid', 'bottle:water']"
P04_121_165,move rubber gloves,11,[60],move,['glove:rubber']
P04_121_167,tip out mug into sink,20,"[13, 63]",tip-out,"['mug', 'sink']"
P04_121_17,slice cheese lengthways with knife,7,"[32, 4]",slice,"['lengthways:cheese', 'knife']"
P04_121_173,rinse out sponge under water,2,"[9, 27]",rinse-out,"['sponge', 'water']"
P04_121_174,tip water out of mug,20,"[27, 13]",tip-out,"['water', 'mug']"
P04_121_175,wash mug with sponge,2,"[13, 9]",wash-with,"['mug', 'sponge']"
P04_121_176,wipe sink with sponge,2,"[63, 9]",wipe,"['sink', 'sponge']"
P04_121_177,rinse sponge under water,2,"[9, 27]",rinse,"['sponge', 'water']"
P04_121_179,drop sponge into sink,59,"[9, 63]",drop,"['sponge', 'sink']"
P04_121_180,rinse mug under tap,2,"[13, 0]",rinse,"['mug', 'tap']"
P04_121_182,empty water from mug,20,"[27, 13]",empty,"['water', 'mug']"
P04_121_184,dry mug with tea towel,14,"[13, 52]",dry,"['mug', 'towel:tea']"
P04_121_186,stir cheese curds in pan with spatula,10,"[32, 5, 20]",stir-in,"['curd:cheese', 'pan', 'spatula']"
P04_121_189,put mug on counter,1,"[13, 42]",put-on,"['mug', 'counter']"
P04_121_19,cut cheese with spatula,7,"[32, 20]",cut-with,"['cheese', 'spatula']"
P04_121_198,lift up rice cooker bowl,33,[7],lift-up,['bowl:rice:cooker']
P04_121_20,scoop cheese curds with spatula,16,"[32, 20]",scoop,"['curd:cheese', 'spatula']"
P04_121_200,put down rice cooker bowl,1,[7],put-down,['bowl:rice:cooker']
P04_121_204,pull dough away from bowl,31,"[25, 7]",pull,"['dough', 'bowl']"
P04_121_205,squeeze dough into ball,18,"[25, 25]",squeeze-into,"['dough', 'ball']"
P04_121_207,put down food bin,1,[36],put-down,['bin:food']
P04_121_21,hold cheese curds with knife,34,"[32, 4]",hold-with,"['curd:cheese', 'knife']"
P04_121_22,pick up cheese curd,0,[32],pick-up,['curd:cheese']
P04_121_222,tip water out of bowl,20,"[27, 7]",tip-out,"['water', 'bowl']"
P04_121_23,wipe spatula on side of pan,2,"[20, 5]",wipe-on,"['spatula', 'side:pan']"
P04_121_231,scour bowl,29,[7],scour,['bowl']
P04_121_232,rinse scourer under tap,2,"[9, 0]",rinse-under,"['scourer', 'tap']"
P04_121_234,move bowl to under tap,11,"[7, 0]",move-to,"['bowl', 'tap']"
P04_121_235,move bowl away from tap,11,"[7, 0]",move,"['bowl', 'tap']"
P04_121_236,move bowl under tap,11,"[7, 0]",move,"['bowl', 'tap']"
P04_121_237,rinse scourer,2,[9],rinse,['scourer']
P04_121_242,empty water out of bowl,20,"[27, 7]",empty,"['water', 'bowl']"
P04_121_249,let go of scourer,79,[9],let,['scourer']
P04_121_25,eat cheese curd,35,[32],eat,['curd:cheese']
P04_121_253,read temperature of liquid in pan,38,"[65, 5]",read,"['temperature:liquid', 'pan']"
P04_121_255,stir cheese curds in pan using spatula,10,"[32, 5, 20]",stir-in,"['curd:cheese', 'pan', 'spatula']"
P04_121_257,move thermometer,11,[166],move,['thermometer']
P04_121_260,take thermometer away from liquid,0,"[166, 150]",take,"['thermometer', 'liquid']"
P04_121_264,move pan slightly,11,[5],move,['pan']
P04_121_265,take out water from bowl,12,"[27, 7]",take-out,"['water', 'bowl']"
P04_121_27,wipe knife on side of pan,2,"[4, 5]",wipe-on,"['knife', 'side:pan']"
P04_121_274,drop scourer in sink,59,"[9, 63]",drop-in,"['scourer', 'sink']"
P04_121_276,wash bowl with sponge,2,"[7, 9]",wash-with,"['bowl', 'sponge']"
P04_121_277,move bowl under water,11,"[7, 27]",move,"['bowl', 'water']"
P04_121_278,wipe away dough with sponge,2,"[25, 9]",wipe-with,"['dough', 'sponge']"
P04_121_279,move bowl away from water,11,"[7, 27]",move,"['bowl', 'water']"
P04_121_28,wipe knife with tea towel,2,"[4, 52]",wipe-with,"['knife', 'towel:tea']"
P04_121_282,scratch dough away from bowl,55,"[25, 7]",scratch,"['dough', 'bowl']"
P04_121_283,scratch dough off bowl,25,"[25, 7]",scratch-off,"['dough', 'bowl']"
P04_121_285,wipe bowl with sponge,2,"[7, 9]",wipe-with,"['bowl', 'sponge']"
P04_121_288,put bowl under tap,1,"[7, 0]",put-under,"['bowl', 'tap']"
P04_121_3,move cheese in saucepan,5,"[32, 5]",move-in,"['cheese', 'saucepan']"
P04_121_304,turn bowl around,23,[7],turn,['bowl']
P04_121_306,empty water from bowl,20,"[27, 7]",empty,"['water', 'bowl']"
P04_121_321,tip out bowl,20,[7],tip-out,['bowl']
P04_121_325,dry bowl with tea towel,14,"[7, 52]",dry,"['bowl', 'towel:tea']"
P04_121_329,dry inside of bowl,14,[7],dry,['bowl']
P04_121_33,wipe knife on tea towel,2,"[4, 52]",wipe-on,"['knife', 'towel:tea']"
P04_121_330,feel inside of bowl,54,[7],feel,['bowl']
P04_121_332,measure temperature of curds and whey,69,"[65, 150]",measure,"['temperature:curd', 'whey']"
P04_121_334,pick up sieve spatula,0,[20],pick-up,['spatula:sieve']
P04_121_339,scoop curds out of whey with spatulas,16,"[81, 20]",scoop-out,"['curd', 'spatula']"
P04_121_34,put sheath on knife,1,"[89, 4]",put-on,"['sheath', 'knife']"
P04_121_340,drain curds,37,[81],drain,['curd']
P04_121_344,tip curds into bowl,9,"[81, 7]",tip-into,"['curd', 'bowl']"
P04_121_345,scoop up cheese curds,16,[32],scoop-up,['curd:cheese']
P04_121_346,drain cheese curds,37,[32],drain,['curd:cheese']
P04_121_348,move instruction booklet,11,[140],move,['booklet:instruction']
P04_121_349,shake spatula with cheese curds,15,"[20, 32]",shake-with,"['spatula', 'curd:cheese']"
P04_121_350,empty cheese curds into bowl,20,"[32, 7]",empty,"['curd:cheese', 'bowl']"
P04_121_352,push cheese curds into spatula with fingers,5,"[32, 20, 11]",push-into,"['curd:cheese', 'spatula', 'finger']"
P04_121_354,tip whey into saucepan,9,"[150, 5]",tip-into,"['whey', 'saucepan']"
P04_121_355,tip bowl to empty whey into saucepan,20,"[7, 150, 5]",tip-to,"['bowl', 'whey:empty', 'saucepan']"
P04_121_356,hold cheese curds,34,[32],hold,['curd:cheese']
P04_121_357,drain whey from cheese curds,37,[32],drain-from,['curd:cheese']
P04_121_359,scoop up cheese curds with spatulas,16,"[32, 20]",scoop-up,"['curd:cheese', 'spatula']"
P04_121_360,tip cheese curds into bowl,9,"[32, 7]",tip-into,"['curd:cheese', 'bowl']"
P04_121_361,scoop whey using spatulas,16,"[150, 20]",scoop,"['whey', 'spatula']"
P04_121_367,scoop around in whey,16,[150],scoop-in,['whey']
P04_121_369,shake cheese curds into bowl,9,"[32, 7]",shake-into,"['curd:cheese', 'bowl']"
P04_121_370,tap spatula on side of bowl,32,"[20, 7]",tap-on,"['spatula', 'side:bowl']"
P04_121_372,hold cheese curds with spatula,34,"[32, 20]",hold-with,"['curd:cheese', 'spatula']"
P04_121_373,drain whey from bowl,37,[7],drain-from,['bowl']
P04_121_374,look at instructions,38,[149],look-at,['instruction']
P04_121_375,turn bowl upright,23,[7],turn,['bowl']
P04_121_380,rotate bowl,23,[7],rotate,['bowl']
P04_121_382,hold cheese curds in place with spatula,34,"[32, 20]",hold-in,"['curd:cheese', 'spatula']"
P04_121_390,mop up spilt whey with tea towel,2,"[150, 52]",mop-up,"['whey:spilt', 'towel:tea']"
P04_121_394,pull open microwave door,31,[90],pull,['door:microwave']
P04_121_395,put bowl in microwave,5,"[7, 90]",put-in,"['bowl', 'microwave']"
P04_121_396,close microwave door,4,[90],close,['door:microwave']
P04_121_4,peel cheese away from side of saucepan with spatula,19,"[32, 5, 20]",peel-with,"['cheese', 'side:saucepan', 'spatula']"
P04_121_400,sniff rubber glove,75,[60],sniff,['glove:rubber']
P04_121_401,unfold rubber glove,39,[60],unfold,['glove:rubber']
P04_121_402,hold rubber glove under tap,34,"[60, 0]",hold,"['glove:rubber', 'tap']"
P04_121_405,wipe water off rubber glove,2,"[27, 60]",wipe-off,"['water', 'glove:rubber']"
P04_121_406,dry rubber glove with tea towel,14,"[60, 52]",dry,"['glove:rubber', 'towel:tea']"
P04_121_41,wipe thermometer with tea towel,2,"[166, 52]",wipe,"['thermometer', 'towel:tea']"
P04_121_410,rinse rubber glove,2,[60],rinse,['glove:rubber']
P04_121_412,shake rubber glove,15,[60],shake,['glove:rubber']
P04_121_413,wipe water from rubber glove,2,"[27, 60]",wipe-from,"['water', 'glove:rubber']"
P04_121_418,straighten out rubber glove fingers,40,[60],straighten-out,['finger:rubber:glove']
P04_121_419,pull down rubber glove,31,[60],pull-down,['glove:rubber']
P04_121_420,open microwave door,3,[90],open,['door:microwave']
P04_121_422,put bowl back in microwave,5,"[7, 90]",put-in,"['bowl', 'microwave']"
P04_121_426,pick up thermometer case,0,[23],pick-up,['case:thermometer']
P04_121_427,put down thermometer case,1,[23],put-down,['case:thermometer']
P04_121_428,slide pan across hob,61,"[5, 24]",slide-acros,"['pan', 'hob']"
P04_121_430,rotate pan handle,23,[191],rotate,['handle:pan']
P04_121_431,clean up spills on hob,2,"[150, 24]",clean-up,"['spill', 'hob']"
P04_121_438,hold cheese curds with rubber gloved hand,34,"[32, 269, 11]",hold-with,"['curd:cheese', 'rubber', 'hand:gloved']"
P04_121_439,hold curds with hand,34,"[81, 11]",hold-with,"['curd', 'hand']"
P04_121_440,drain whey into pan,37,[5],drain-into,['pan']
P04_121_442,hold onto curds,34,[81],hold-onto,['curd']
P04_121_445,lift up curds,33,[81],lift-up,['curd']
P04_121_447,press curds against side of bowl,21,"[81, 7]",press,"['curd', 'side:bowl']"
P04_121_45,stir cheese curds with spatula,10,"[32, 20]",stir-with,"['curd:cheese', 'spatula']"
P04_121_451,fold cheese,28,[32],fold,['cheese']
P04_121_456,tip whey into pan,9,"[150, 5]",tip-into,"['whey', 'pan']"
P04_121_457,put cheese in bowl,5,"[32, 7]",put-in,"['cheese', 'bowl']"
P04_121_46,cut large cheese curds with spatula,7,"[32, 20]",cut-with,"['curd:cheese', 'spatula']"
P04_121_47,lift cheese curds out of whey,33,"[32, 150]",lift-out,"['curd:cheese', 'whey']"
P04_121_476,stretch cheese,50,[32],stretch,['cheese']
P04_121_48,drop cheese curds,59,[32],drop,['curd:cheese']
P04_121_480,empty whey into pan,20,"[150, 5]",empty-into,"['whey', 'pan']"
P04_121_486,rotate cheese,23,[32],rotate,['cheese']
P04_121_5,slice cheese with spatula,7,"[32, 20]",slice-with,"['cheese', 'spatula']"
P04_121_50,cut cheese curd,7,[32],cut,['curd:cheese']
P04_121_51,cut cheese curd with spatula,7,"[32, 20]",cut-with,"['curd:cheese', 'spatula']"
P04_121_516,pull off rubber glove,0,[60],pull-off,['glove:rubber']
P04_121_523,dry instruction booklet with tea towel,14,"[140, 52]",dry,"['booklet:instruction', 'towel:tea']"
P04_121_53,cut cheese curds with spatula,7,"[32, 20]",cut-with,"['curd:cheese', 'spatula']"
P04_121_533,pick up instruction booklet,0,[140],pick-up,['booklet:instruction']
P04_121_538,scoop salt out of bag,16,"[38, 19]",scoop-out,"['salt', 'bag']"
P04_121_539,empty salt into bag,20,"[38, 19]",empty,"['salt', 'bag']"
P04_121_541,tip salt into bag,9,"[38, 19]",tip-into,"['salt', 'bag']"
P04_121_545,squeeze salt in bag,18,"[38, 19]",squeeze-in,"['salt', 'bag']"
P04_121_558,pull on rubber glove,31,[60],pull-on,['glove:rubber']
P04_121_561,tip whey out of bowl into pan,20,"[7, 5]",tip-out,"['bowl', 'pan']"
P04_121_569,sprinkle salt onto cheese,42,"[38, 32]",sprinkle-onto,"['salt', 'cheese']"
P04_121_57,move hand to face,11,[11],move-to,['hand']
P04_121_571,spread salt over cheese,27,"[38, 32]",spread-over,"['salt', 'cheese']"
P04_121_58,move hand away from face,11,"[11, 292]",move,"['hand', 'face']"
P04_121_61,feel temperature of whey,54,[65],feel,['temperature:whey']
P04_121_610,squeeze mozzarella ball together,18,[32],squeeze,['ball:mozzarella']
P04_121_612,turn over cheese,22,[32],turn-over,['cheese']
P04_121_620,fold mozzarella into ball,28,"[32, 25]",fold-into,"['mozzarella', 'ball']"
P04_121_621,squeeze whey from mozzarella ball,18,"[150, 32]",squeeze-from,"['whey', 'ball:mozzarella']"
P04_121_623,squeeze bottom of mozzarella ball,18,[32],squeeze,['ball:mozzarella']
P04_121_624,turn over mozzarella ball,22,[32],turn-over,['ball:mozzarella']
P04_121_628,put down mozzarella ball,1,[32],put-down,['ball:mozzarella']
P04_121_630,pick up mozzarella ball,0,[32],pick-up,['ball:mozzarella']
P04_121_632,tip whey from bowl into wok,9,"[150, 7, 5]",tip-from,"['whey', 'bowl', 'wok']"
P04_121_636,pull off rubber gloves,0,[60],pull-off,['glove:rubber']
P04_121_638,put rubber gloves in sink,5,"[60, 63]",put-in,"['glove:rubber', 'sink']"
P04_121_64,stir curds with spatula,10,"[81, 20]",stir-with,"['curd', 'spatula']"
P04_121_640,wipe instructions with tea towel,2,"[149, 52]",wipe,"['instruction', 'towel:tea']"
P04_121_642,wipe counter with tea towel,2,[52],wipe-with,['towel:tea']
P04_121_645,feel mozzarella,54,[32],feel,['mozzarella']
P04_121_646,feel temperature of water,54,[65],feel,['temperature:water']
P04_121_657,move prawns,11,[253],move,['prawn']
P04_121_658,pick up ice cube tray,0,[35],pick-up,['tray:ice:cube']
P04_121_660,close freezer door,4,[113],close,['door:freezer']
P04_121_661,pop ice cube out of tray,12,"[189, 35]",pop-out,"['cube:ice', 'tray']"
P04_121_662,pick up ice cube,0,[189],pick-up,['cube:ice']
P04_121_663,put ice cube into bowl,5,"[189, 7]",put-into,"['cube:ice', 'bowl']"
P04_121_669,pop ice cube into bowl,5,"[189, 7]",pop-into,"['cube:ice', 'bowl']"
P04_121_670,feel temperature of bowl,54,[65],feel,['temperature:bowl']
P04_121_684,drop ice cube into bowl,5,"[189, 7]",drop-into,"['cube:ice', 'bowl']"
P04_121_689,fill ice cube tray,26,[35],fill,['tray:ice:cube']
P04_121_691,open freezer door,3,[113],open,['door:freezer']
P04_121_693,put ice cube tray in freezer drawer,5,"[35, 8]",put-in,"['tray:ice:cube', 'drawer:freezer']"
P04_121_699,empty whey from pan into sink,20,"[150, 5, 63]",empty-from,"['whey', 'pan', 'sink']"
P04_121_700,put spatulas in pan,5,"[20, 5]",put-in,"['spatula', 'pan']"
P04_121_708,squeeze water out of rubber gloves,18,"[27, 60]",squeeze-out,"['water', 'glove:rubber']"
P04_121_709,lay rubber gloves on counter,1,"[60, 42]",lay-on,"['glove:rubber', 'counter']"
P04_121_712,move thermometer sheath,11,[166],move,['sheath:thermometer']
P04_121_713,dry counter,14,[42],dry,['counter']
P04_121_714,pick up thermometer and thermometer cover,0,"[166, 89]",pick-up,"['thermometer', 'cover:thermometer']"
P04_121_715,dry thermometer with tea towel,14,"[166, 52]",dry,"['thermometer', 'towel:tea']"
P04_121_80,put tablespoon in cutlery tray,5,"[1, 35]",put-in,"['tablespoon', 'tray:cutlery']"
P04_121_89,put knife into dishwasher,5,"[4, 70]",put-into,"['knife', 'dishwasher']"
P04_121_91,wipe bits off chopping board and into sink,2,"[18, 63]",wipe,"['board:chopping', 'sink']"
P04_121_98,squirt washing up liquid onto chopping board,27,"[22, 18]",squirt,"['liquid:washing:up', 'board:chopping']"
P04_12_0,put in food bin,5,[36],put-in,['bin:food']
P04_12_8,mix stock,10,[95],mix,['stock']
P04_13_10,open paprika,3,[206],open,['paprika']
P04_13_11,measure paprika,69,[206],measure,['paprika']
P04_13_12,pick up oregano,0,[145],pick-up,['oregano']
P04_13_13,spoon oregano,16,[145],spoon,['oregano']
P04_13_14,pick up thyme,0,[215],pick-up,['thyme']
P04_13_15,measure thyme,69,[215],measure,['thyme']
P04_13_16,pick up cumin,0,[236],pick-up,['cumin']
P04_13_17,pick cumin,0,[236],pick,['cumin']
P04_13_18,pick up cayenne pepper,0,[69],pick-up,['pepper:cayenne']
P04_13_19,measure cayenne pepper,69,[69],measure,['pepper:cayenne']
P04_13_21,put chorizo in pan,5,"[86, 5]",put-in,"['chorizo', 'pan']"
P04_13_23,grind pepper,49,[37],grind,['pepper']
P04_13_25,put chorizo in fridge,5,"[86, 12]",put-in,"['chorizo', 'fridge']"
P04_13_27,look at packet,38,[26],look-at,['packet']
P04_13_28,look at cup,38,[13],look-at,['cup']
P04_13_30,dry cup,14,[13],dry,['cup']
P04_13_31,move spices,11,[85],move,['spice']
P04_13_32,put away spice,1,[85],put,['spice']
P04_13_38,spill rice,59,[55],spill,['rice']
P04_13_39,tip rice into cup,9,"[55, 13]",tip-into,"['rice', 'cup']"
P04_13_4,open garlic powder,3,[138],open,['powder:garlic']
P04_13_40,put rice back down,1,[55],put,['rice']
P04_13_5,measure garlic powder,69,[138],measure,['powder:garlic']
P04_13_6,close garlic powder,4,[138],close,['powder:garlic']
P04_14_0,sweep rice,57,[55],sweep,['rice']
P04_14_1,still sweeping rice,57,[55],sweep,['rice']
P04_14_2,move around,11,[55],move,['rice']
P04_14_6,stand up,67,[55],stand-up,['rice']
P04_14_8,tip rice into bin,9,"[55, 36]",tip-into,"['rice', 'bin']"
P04_16_11,measure rice,69,[55],measure,['rice']
P04_16_13,put in wok,5,[5],put-in,['wok']
P04_16_17,measure wine,69,[192],measure,['wine']
P04_16_22,put away rice,1,[55],put,['rice']
P04_16_23,stir rice into pan,10,"[55, 5]",stir-into,"['rice', 'pan']"
P04_16_28,scrape leftover stock out of jug,25,"[95, 66]",scrape-out,"['stock:leftover', 'jug']"
P04_16_31,open bouquet garni,3,[62],open,['garni:bouquet']
P04_16_32,put bouquet garni in pan,5,"[62, 5]",put-in,"['garni:bouquet', 'pan']"
P04_16_33,close bouquet garni,4,[62],close,['garni:bouquet']
P04_16_34,put away bouquet garni,1,[62],put,['garni:bouquet']
P04_16_37,taste liquid,35,[150],taste,['liquid']
P04_17_0,pick up water,0,[27],pick-up,['water']
P04_17_10,pour water into pan,9,"[27, 5]",pour-into,"['water', 'pan']"
P04_17_11,fill up water,26,[27],fill-up,['water']
